Commission_Period,Commission_Amount,Agent_Name,Agent_ID,Company,Plan_Name,Source
2024-01-01,175.0,David Miller,10841908,Tracy g Perez DBA Miller PLC,,Healthfirst
2024-06-01,10.42,Laura  Farmer,53402064,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,21.25,Laura  Farmer,53402064,Chelsea Butler Good Leach Senior Services Corp,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Ashlee  James JR,55467493,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Ashlee  James JR,55467493,Brittany L Smith,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Cook  Roth,31028435,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Cook  Roth,31028435,Stephen Moore,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Cook  Parker,85119107,Delta Care Corporation,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,25.5,Cook  Parker,85119107,Patrick De La Evans,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,10.42,Cook  Moreno,59013812,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Cook  Moreno,59013812,Chelsea Butler Good Leach Senior Services Corp,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Cook  Smith,45351650,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,21.25,Cook  Smith,45351650,Kathy Jones,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Brandon A Brown,49671499,Jeffrey L Anderson,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Brandon A Brown,49671499,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Elizabeth  DE Barton Singh,93044933,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Elizabeth  DE Barton Singh,93044933,Diana Hayes Wilson Consulting Cherry Flowers Inc,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Jeremy A Mcclure,83181180,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Jeremy A Mcclure,83181180,Chelsea Butler Good Leach Senior Services Corp,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Cameron L Montgomery,29095477,Joseph Fisher,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Cameron L Montgomery,29095477,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Travis A Carpenter Green,37658763,Tracy g Perez DBA Miller PLC,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Travis A Carpenter Green,37658763,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Annette  Villanueva Jacobs,85319036,Todd Scott,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,10.42,Annette  Villanueva Jacobs,85319036,Delta Care Corporation,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,25.5,Thomas F Parks De Vazquez,57239206,Steven Gregory Carpenter,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Thomas F Parks De Vazquez,57239206,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Lauren E Martinez Baxter,51420826,Austin Santos,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Lauren E Martinez Baxter,51420826,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Lauren J Chambers,28765600,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Lauren J Chambers,28765600,Patrick De La Evans,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Lauren M Singh Mooney,13228842,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Lauren M Singh Mooney,13228842,Patrick De La Evans,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Lauren V Adams Pena,77903643,Delta Care Corporation,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,25.5,Lauren V Adams Pena,77903643,Marvin Carpenter,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,25.5,Kathryn Singleton,37601279,Jerry Mcclure,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Kathryn Singleton,37601279,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Sheila  Moore,12312149,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Sheila  Moore,12312149,Brittany L Smith,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,April  Rodriguez,25150498,Patty S Jackson,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,April  Rodriguez,25150498,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-02-01,175.0,April D Maxwell,10414843,Nicholas M Hooper,,Healthfirst
2024-06-01,10.42,April H Wilson,63613529,Delta Care Corporation,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,25.5,April H Wilson,63613529,Laurie Lee,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,25.5,Bobby  Spencer,79630971,Courtney Rivera,Healthfirst 65 Plus Plan (HMO),Healthfirst
2024-06-01,10.42,Bobby  Spencer,79630971,Delta Care Corporation,Healthfirst 65 Plus Plan (HMO),Healthfirst
2024-06-01,10.42,Allison K White,43709032,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Allison K White,43709032,Steven Palmer,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Allison M Powell,23520038,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Allison M Powell,23520038,Hunter Mora DBA Burns LLC,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Theresa M Medina,95030673,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Theresa M Medina,95030673,Laurie Lee,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Johnson K Morrison,33307801,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,21.25,Johnson K Morrison,33307801,Chris Kim,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Brett H Snow,56791849,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,21.25,Brett H Snow,56791849,Chris Kim,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Donald T Perkins,32053495,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Donald T Perkins,32053495,David T Lambert,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Lauren G Morris,51152074,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Lauren G Morris,51152074,Nicole Jonathan Mcclure DBA Ruiz-Huff,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Joseph O Brown Ward,61361157,James Gregory Martinez,Healthfirst 65 Plus Plan (HMO),Healthfirst
2024-06-01,10.42,Joseph O Brown Ward,61361157,Delta Care Corporation,Healthfirst 65 Plus Plan (HMO),Healthfirst
2024-06-01,10.42,Harry White,74497508,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Harry White,74497508,David T Lambert,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,James  Bradley,89713769,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,James  Bradley,89713769,Javier Meyers,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Moore  Gallegos,26021475,Jeremy Long,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Moore  Gallegos,26021475,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Moore  Jefferson,97463882,Tracy g Perez DBA Miller PLC,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Moore  Jefferson,97463882,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Moore  Brown,83288578,Tracy g Perez DBA Miller PLC,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Moore  Brown,83288578,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Moore A Petty,75551994,James Gregory Martinez,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Moore A Petty,75551994,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Moore A Gomez,91811178,Delta Care Corporation,,Healthfirst
2024-06-01,25.5,Moore A Gomez,91811178,Javier Meyers,,Healthfirst
2024-06-01,10.42,Moore A Johnson,30453478,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Moore A Johnson,30453478,Stephanie D Wright,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Moore G Perez,82956216,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Moore G Perez,82956216,Patrick De La Evans,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Michael  Murray,79445589,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Michael  Murray,79445589,Javier Meyers,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Michael P Kane,58695486,Tracy g Perez DBA Miller PLC,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Michael P Kane,58695486,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Madison  Garcia,18396355,Delta Care Corporation,Healthfirst 65 Plus Plan (HMO),Healthfirst
2024-06-01,25.5,Madison  Garcia,18396355,Monica M Page Gilbert Ramirez May LLC,Healthfirst 65 Plus Plan (HMO),Healthfirst
2024-06-01,25.5,Madison  Randall,50817626,Joseph M Moore,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Madison  Randall,50817626,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Madison  Ward Jr,18069679,James Gregory Martinez,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,10.42,Madison  Ward Jr,18069679,Delta Care Corporation,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,10.42,Madison  Allen,75365512,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Madison  Allen,75365512,Cesar A White Sanders,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Madison  Parker,99751061,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Madison  Parker,99751061,Diana Hayes Wilson Consulting Cherry Flowers Inc,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Madison A Barker,77930314,Daniel A Holland Parks,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Madison A Barker,77930314,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Madison Moore Barnett,95037177,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Madison Moore Barnett,95037177,Brittany L Smith,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Madison H Singh,46547500,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Madison H Singh,46547500,Ethan Robbins,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Madison M Coleman,56925358,Eric R Wilson,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Madison M Coleman,56925358,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Madison P Page,19562498,Benjamin Hensley,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Madison P Page,19562498,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Jonathan  Rodriguez,59022145,Benjamin Hensley,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,10.42,Jonathan  Rodriguez,59022145,Delta Care Corporation,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,10.42,Jonathan M Rasmussen,80783708,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Jonathan M Rasmussen,80783708,Cesar A White Sanders,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Jonathan R Johnson,76936123,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Jonathan R Johnson,76936123,Dillon Reese Parker,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Jonathan Barker,69514307,Delta Care Corporation,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,25.5,Jonathan Barker,69514307,Brittany L Smith,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,10.42,Katelyn  Torres,90871545,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Katelyn  Torres,90871545,Patrick De La Evans,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Frank  Michelle,87069641,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Frank  Michelle,87069641,Anthony Reid,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Frank Weiss,75987837,"Alexis Freeman Anderson DBA Nguyen, Shelton and Odonnell",Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,10.42,Frank Weiss,75987837,Delta Care Corporation,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,10.42,Frank M Murray,33996282,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Frank M Murray,33996282,Patrick De La Evans,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Frank M Morris De Price,29391555,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Frank M Morris De Price,29391555,Elizabeth Roth,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Frank O Evans,75800818,Samuel K Ochoa,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Frank O Evans,75800818,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Frank Wright,65871418,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Frank Wright,65871418,Tyler Cohen,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Frank T Gonzalez,56330571,Samuel K Ochoa,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Frank T Gonzalez,56330571,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Leslie M Singh Jacobs,57176138,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Leslie M Singh Jacobs,57176138,Patrick De La Evans,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Daniels  Payne,11882304,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Daniels  Payne,11882304,Pamela Friedman,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Daniels D Kennedy,20765957,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Daniels D Kennedy,20765957,Nicole Jonathan Mcclure DBA Ruiz-Huff,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Daniels Brian Aaron,14424974,Todd Scott,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Daniels Brian Aaron,14424974,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Daniels L Rosales,66796449,Austin Santos,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Daniels L Rosales,66796449,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Daniels Hernandez,18261958,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Daniels Hernandez,18261958,Patrick De La Evans,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Brandy L Brandon,60857456,Cassandra D Tate,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Brandy L Brandon,60857456,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Angela  Moore,12978603,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Angela  Moore,12978603,Chelsea Butler Good Leach Senior Services Corp,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Kyle N Baldwin,26709695,Tracy g Perez DBA Miller PLC,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Kyle N Baldwin,26709695,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Alexandra  Mitchell,27186454,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Alexandra  Mitchell,27186454,Javier Meyers,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Nicole Hill,13056207,Tracy g Perez DBA Miller PLC,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Nicole Hill,13056207,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Nicole Brenda,83940479,Tracy g Perez DBA Miller PLC,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Nicole Brenda,83940479,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Gray  Hart,59456122,Tracy g Perez DBA Miller PLC,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Gray  Humphrey,22610667,Tracy g Perez DBA Miller PLC,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Gray  Humphrey,22610667,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Gray  Brooks,74799265,Tracy g Perez DBA Miller PLC,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Gray  Brooks,74799265,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-01-01,175.0,Gray E Duffy,62451566,Tracy g Perez DBA Miller PLC,,Healthfirst
2024-06-01,25.5,Gray V Baldwin,57379044,Tracy g Perez DBA Miller PLC,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Gray V Baldwin,57379044,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-02-01,175.0,Jeffrey  Nunez,35456341,Jeremy Long,,Healthfirst
2024-01-01,175.0,James  Hayes,70288162,Scott A Ward,,Healthfirst
2024-06-01,10.42,James F Carpenter,79336940,Delta Care Corporation,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,25.5,James F Carpenter,79336940,Patrick De La Evans,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-05-01,-203.67,James J Reid,46339090,Joseph M Moore,Healthfirst Signature (HMO),Healthfirst
2024-05-01,-58.33,James J Reid,46339090,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,James V Price,38074421,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,James V Price,38074421,Juan Alexis Roth,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Juan M Morris,54719345,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Juan M Morris,54719345,Elizabeth Roth,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Ryan  Cannon,27196660,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Ryan  Cannon,27196660,Kevin V Parks,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Ryan  Evans,79165930,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Ryan  Evans,79165930,Patrick De La Evans,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Ryan  Mcclure,91858294,Megan Ramos,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Ryan  Mcclure,91858294,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Ryan  Thomas,84972776,Samantha Green,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Ryan  Thomas,84972776,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Ryan  Jacobs,50256511,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Ryan  Jacobs,50256511,Chelsea Butler Good Leach Senior Services Corp,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Ryan D Mullins,54725912,James Gregory Martinez,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Ryan D Mullins,54725912,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Ryan Fritz Ross,11110247,Delta Care Corporation,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,25.5,Ryan Fritz Ross,11110247,Patrick De La Evans,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,10.42,Ryan M Morris,64188012,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Ryan M Morris,64188012,Pamela Friedman,Healthfirst Signature (HMO),Healthfirst
2024-06-01,178.5,Heather Scott,21554796,Jennifer Moore,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,102.08,Heather Scott,21554796,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2021-05-01,-10.42,Zoe Campbell Garner,48123502,Delta Care Corporation,,Healthfirst
2021-05-01,-10.42,Zoe Campbell Garner,48123502,Delta Care Corporation,,Healthfirst
2021-05-01,-10.42,Zoe Campbell Garner,48123502,Delta Care Corporation,,Healthfirst
2024-06-01,25.5,Cheryl R Smith,70010178,Samuel K Ochoa,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Cheryl R Smith,70010178,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Jessica C Lewis,61003900,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Jessica C Lewis,61003900,Brittany L Smith,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-05-01,10.42,Justin T Salinas,27935924,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-05-01,21.25,Justin T Salinas,27935924,Terri  Ray,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Justin T Salinas,27935924,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,21.25,Justin T Salinas,27935924,Terri  Ray,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Kevin M Rose,48372328,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Kevin M Rose,48372328,Laurie Lee,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Veronica  Moore,29106460,Tracy g Perez DBA Miller PLC,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Veronica  Moore,29106460,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Michelle A Blanchard,74167060,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Michelle A Blanchard,74167060,Kathy Jones,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Michelle G Griffin DE Williams,18490056,Steven Gregory Carpenter,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Michelle G Griffin DE Williams,18490056,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,James  Fowler,51130754,Diana Foster,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,James  Fowler,51130754,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,James  Robinson,94089736,Diana Foster,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,James  Robinson,94089736,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Pamela E Campbell,47702384,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Pamela E Campbell,47702384,Elizabeth Roth,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Jerry P Hernandez,67905720,Delta Care Corporation,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,25.5,Jerry P Hernandez,67905720,Juan Jonathan Alvarado Hartman,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,10.42,Renee G Nelson,33759960,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Renee G Nelson,33759960,Brittany L Smith,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Nicholas O Morris,33759554,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Nicholas O Morris,33759554,Kevin V Parks,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Stephanie  Jacobson,87708355,Dylan J Ward,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Stephanie  Jacobson,87708355,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Small  Kim,29940389,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Small  Kim,29940389,Patrick De La Evans,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Small E DE Erin,72272287,Todd Scott,Healthfirst Signature (HMO),Healthfirst
